"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0xe008790b75cd88a405ca9d0408e9819fd9e918fa6379db1edea603768bd137e4","10895285","1600553078","2020-09-19 22:04:38","0x0000000000000000000000000000000000000000","0x3dfa6b1822c1e2fe08fcfd6521a9243ba88cdb2b","34","Mint"
"0xd04dc91f7bcad37a1c5d097d7ded8dff85a1823695093f736f0a864b47e8c528","10895314","1600553492","2020-09-19 22:11:32","0x0000000000000000000000000000000000000000","0xcf15f56590162965f6b6da957c1b387d317ed644","34","Mint"
"0x468a22d74441fb6e8553a0e51b8369eaa29d9b8fa3b03159e420f78d0b6a22d5","10895447","1600555175","2020-09-19 22:39:35","0x0000000000000000000000000000000000000000","0x12b48e0459f73ecdda9a3b12bdc53ce1f10c2fe1","3","Mint"
"0xac862d595525dcc2fe0894175533e88d15009a56f70d2863c447e0496ef5a079","10896046","1600563150","2020-09-20 00:52:30","0x0000000000000000000000000000000000000000","0x09ed14be8c3d0e2cf80127c06354e111632a12af","2","Mint"
"0x4725d41508783390701401011e97b52844a8106d5d1a070484605e30588b41c8","10897574","1600583388","2020-09-20 06:29:48","0x0000000000000000000000000000000000000000","0xdc7e9d44bc1f1482d362491e7385774c873cab16","2","Mint"
"0xc12a4526b62f8d3bc1073df1a3363b160d82895a51964c4355f4b51e4eb8490b","10897694","1600585086","2020-09-20 06:58:06","0x0000000000000000000000000000000000000000","0x21848bf1f94180d07d024fa4463d51f9c6e30fe7","1","Mint"
"0x868b71e9c3852e266f67647ca92f717b09db8da5d3e58eedac43ae72764dfbd5","10897696","1600585105","2020-09-20 06:58:25","0x0000000000000000000000000000000000000000","0x83ed72de1a3fc007a441c393e2d8b19048f5934b","31","Mint"
"0x83c401b2eebab15b548ff61fe079be9d7f1cfac223ffe627e443a29fcce9d06a","10897696","1600585105","2020-09-20 06:58:25","0x0000000000000000000000000000000000000000","0x0c14dc886c38765fcfc40c8825d11d059ac1795b","5","Mint"
"0x06fe2557f79133e76a9cb3b7639095e585524cf8f4b7030259e402b50f17fd90","10897700","1600585147","2020-09-20 06:59:07","0x0000000000000000000000000000000000000000","0x1ed86f5401697c0b87d2625847d14114c19eaaea","2","Mint"
"0xc0a4315bf4ecbcddac7e42f2f62b8466a8c1ab410df32537aa514cb14eabde46","10897706","1600585177","2020-09-20 06:59:37","0x0000000000000000000000000000000000000000","0x15ac79c3f9974e85446e8b5e5cb7826cc95cda70","3","Mint"
"0xc55b662f0b6df73987b2fa9a1a7ca3520eca3428ec7b3b33adb78dfea6fc9bb7","10900694","1600624095","2020-09-20 17:48:15","0x0000000000000000000000000000000000000000","0xfd9b2e868d2727ff0231c89998b53af91f009f94","9","Mint"
"0xe5ed5d75cfd234243f8e46c7f5c0d46f56d2620977a7363a1dfe7a5999e08f5f","10900694","1600624095","2020-09-20 17:48:15","0x0000000000000000000000000000000000000000","0xe48b89454e06de6924f055d03bf68aee883ed8e9","1","Mint"
"0x021da6675e08af19914e75b73efaccf48e321e4c7db80f7e5817a9d51e6fcaf1","10900694","1600624095","2020-09-20 17:48:15","0x0000000000000000000000000000000000000000","0x42848e1715ab42de1a436afdf712c6a2df2e07ba","4","Mint"
"0x92db4c77ae7dc7c179c3afe31c8875012cef905e7f306e5193a18a7b1ef000e5","10900694","1600624095","2020-09-20 17:48:15","0x0000000000000000000000000000000000000000","0x3291fd3b0f26036a40ad1e3bc69f19dfd212ebe5","1","Mint"
"0x35313b3fe26fe61d9fb1e22813efe05e556be11aae8e9f3bd20ee9f20db46d2a","10900694","1600624095","2020-09-20 17:48:15","0x0000000000000000000000000000000000000000","0xd5daf02d315f1d4c4be71feaeff2ae2a00ba6874","2","Mint"
"0xbb21e5fd28d58d750b1d73f47900ba0c15b0fbc442a5ea2f8d0b6d2997c3ed16","10953371","1601328463","2020-09-28 21:27:43","0x0000000000000000000000000000000000000000","0xd0d17213112182e21b88a97b6bec5072209b4fad","4","Mint"
"0xfbde0ac554988cc02f1cfc41b7fbda0fdf7feafc6850ceeb0fdfeda4d10a40d5","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x7568d1729bd85c7b96885880d432eda7557feffd","1","Mint"
"0x5b85dbea4e71113273db0a9ec8d4942aaa38fe8b4b7c17ee79e305c08b348853","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xca93454f68a972062abf11cadd66dcace08e936c","2","Mint"
"0xb0b394ff0260709ed08f795cc0b3476febe6a320dfd54acab31394509fab2058","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xf89c625e3ca7c76329f139babe611db9effad697","1","Mint"
"0x78823e1610d6b9242b573d0c155f6dfc1db4680923b764ea2da7beb307c236a6","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x9569542ab67648f46fab0c3aaa50d3e587843d52","35","Mint"
"0x03d9f5d38409b471765151a14f2740e41d687b9d6356335be7eec4daa557333b","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xb8ba45dfa77650e0a09b1f6819cb77fa088a6213","2","Mint"
"0x9facfb4990bae5a4255ec1b500369720f4235b7e1dbd08bbed19f218e9eccb21","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xdb5a53d05712e1ba43aaac94011ab95d4ae3f14e","5","Mint"
"0xa39d75f7802f93a1be2c3113af94f24a8da60f8b5d23b4034b331858c40966ca","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xc7a4236ee25052dc90e8dbac89db059f4f8b51ae","11","Mint"
"0x48b0a8fa05d9542b799e765e927c5741eba65a36f3fea390f8bb27346f4f7dfb","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x1bb19e285aa8abd319c1f63cafad5e4c3ed8696b","1","Mint"
"0x1fc503743c41b8b33c84f0795c06b49df69f2c6b678ec6877ca36a40002b9e41","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xdf432de332c5266114333f9a0b44cebbe8a7586d","1","Mint"
"0x095b5ed6216e51facf4764777ce3f796f4df503445d8381d4464f30b051e35ae","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x92d42326463fe80387ad85028d29d926713a6efd","2","Mint"
"0xc259801d175c1198cee4ee283ad5379224fd6a1081d409f056c91b835c10400e","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x0adabccf4a3257eabdf223ad00f354bc5da5aec1","1","Mint"
"0x5dca6dfa1b9c7999e2780645ee58f34d171a6fbcd1e99f6421feb477e1897658","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x3b6f446b80c1a8f00656be390886ddcd8cc0b60e","11","Mint"
"0x26c9a92e2ad5f2af2e8c65da69b235648a59a7c4b7f9d9cbb75e8ff130d09da4","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x8b2e7dfab94d909d02627faedcadcaf3265a26dd","5","Mint"
"0x3304639860485094f45fd4798bd4897c8d85933f079d56907402d20a68da01c9","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0x06705e1af0010d0ba5423f3a9ac1871669ceaeac","5","Mint"
"0x60757665caf5526099c1e0a89e4f16d49b95258ff3a69873ffca1067538b8906","10953372","1601328470","2020-09-28 21:27:50","0x0000000000000000000000000000000000000000","0xd78d592011efe85f013a9c408d2ee02432fc4c05","9","Mint"
"0xd8127dd4377d0fd4aab6f3c9dbff301b75d1b13cd160864cfd60750c96c15614","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xd2f9af63c010546b9653f00c411ff821e9a66202","1","Mint"
"0x3abfa4027f884f522adb31d0ad969051533f3763c2ae7526b49ba63ca5168663","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xb8ecca20c889350245ba23bd960087147778419f","4","Mint"
"0x238472f5c522db22fe3f32d8d1f241027c93441a7b42c9cced28c265791fe45c","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xd0bf3efa314b2feb17b76d85fcf693369ea9c556","4","Mint"
"0x2200bf1c2b3757ec52ace57949f6a9cd2182bb86645dedcaf670e4e625471139","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xf00c44972e02664aebc9a945fd9b4cc3e53d286a","26","Mint"
"0xa9dadf30633409b0d211f4e04bc4728ea64dcc67fbb0ccb25b750e688741cbc0","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0x9f3ac49bff6434149695884c5e9eda9379067ab7","1","Mint"
"0xe1b0bbce6ea4a9d2061eba2d1859217c5aac31fe374be9b987992d5c9c8f8d43","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0x94811efb6ee039934f5f186f40bb853276bb4444","16","Mint"
"0xc560a1c6519a88776b05a1ce7f7fbd2ec40c4f2c48554afff623373c8e44183a","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0x8714b5507492637184fe3f7dcdc11e97b53815c5","3","Mint"
"0xda1fa6e2ee2362bae5982e309869a2ce364175e8624037cca284f133261d720e","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0x6a03d641212ce50be9c11c93ffafc3544fdf4232","24","Mint"
"0x73febe661489994d20ddf0c56368f0e3887e05b5df00c26b3a53f7169447a92b","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xb633bcb5573fa7173d0bf90bd2d6090268d76856","12","Mint"
"0x4b395dff5bf98750c81de81938a82d349369b586f1b4d9dc09add1b05301d63d","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0x584d4944d3ba66788e427766789b6580b6d34c6f","14","Mint"
"0xeaafcad3dfaa620c8ed3495b05021eb961e2c0bd0caef341b07ea4345f98acdd","10953375","1601328499","2020-09-28 21:28:19","0x0000000000000000000000000000000000000000","0xc0d3e3132d6875c1c396e94cdb9a64de145d4c9b","17","Mint"
"0x0ef6f3702073e9af1fd31d423a33ab9a94aa849678e9bfe06cd03b6f4364fc6f","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xd93e91bafcac50edf8678b36f8b2abfd866bdee2","18","Mint"
"0x150c16ba78e86386a9d3d16cde70f31b9ca2fe4a9f6a74740354a93f00e10438","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x3734ff4c2ed44a8f02f6d894eb89aa19889d45ce","117","Mint"
"0x01fb55880e9ccc46eb8dcf827da48844f9760234959dd92013db7a5e54264f77","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x8002735336d51eae80ab8cceb108e16baafb9e38","4","Mint"
"0x086ba42e799fe4b51a7f84f18d1ff4cc6f6900654080020a0fe8662f844af1d8","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x601f7d94efb89f86c1319552531a8a0e872c8a22","5","Mint"
"0xa19e1fa97a37003b51d9e7639b36e98f170ea15f48bc5b90059bc845951b0f5e","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xcdc77f9b7311e1702a6cb5cc6033e031bb9e7ee3","6","Mint"
"0xc5b5a41a02f03dba4bb31d96742e335b3197312418dc51a86e825856f488cdbb","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x174520ab3b3ee9fcb02626b1520d40df82b2d378","2","Mint"
"0x3efcf4811876feccd228f1b77e735ad79b72ffcc4c48c612e72867f52595bd3d","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x97cea9bacd32ea96cd98286156b453e7ef569026","2","Mint"
"0xf4893b94e1720a1cd83cc555c92011d6095fd48cbe6a9e1cd943571ca5feeaa7","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xa7bb8388f5eb651ce5fefa195db56fc80aa2c536","5","Mint"
"0x438f91d1479b9df6e7f8633a259915b55e5751954073e1bd201ebdbca1a5cd96","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xe59da7615168f2f35416df41ac65e0711925364e","6","Mint"
"0x6e82d2dc9a48bff7c3ce26ed01130c5f037fb845e511277a0c7ee734566c91e4","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x3c0db20a562750799a2398974ccd0a8c2b756372","2","Mint"
"0xe630b3370f81315c941d6415afc805f54507e8413b9921d4257653509fc5e329","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xf734203c08b4bc5b6efc1960051046047a857d60","133","Mint"
"0x85a0e78da848cd73c1c3b1e47bdf48f5de5f2aeec46022e253bfcc879ae3d899","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x362d0d94c542a1f43711a870e7531e81c1d8ce93","35","Mint"
"0x17d7fa957744d34ef9b72f8f7f6bef2f61bfaf8f40c6ec1542eb32a269a2fbc2","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0xd9570a771aa9b7c77dc8dda996fd3d3ca25c3a15","51","Mint"
"0xa6d2a7cf2f6e7ec83f1d2e22a2744431a8995bdc1e4f24e9869fd66ea9d8333f","10960419","1601423416","2020-09-29 23:50:16","0x0000000000000000000000000000000000000000","0x88196aef1ae1355895b2a624c773961602ed11c3","4","Mint"
"0x23078b2d7e2bfe1b5896553640181457ec1351fbe26b9e2b437ec2f90991ce09","10960420","1601423417","2020-09-29 23:50:17","0x0000000000000000000000000000000000000000","0xd37f059441ebde321a0b147c4ca43a83e44ddd36","5","Mint"
"0x2133d671df815949f8c1919e52b491d4cc6261057b9e53492f7d05afd3d0bbc1","10960420","1601423417","2020-09-29 23:50:17","0x0000000000000000000000000000000000000000","0xe82e43c3cb11c415599f7fc1219c9960fb49fe10","1","Mint"
"0xb8e7a111cfab57aaa12cf05fcc74b652a83d0b7d753a67fb4c3cb943bfa6362b","10960817","1601428633","2020-09-30 01:17:13","0x0000000000000000000000000000000000000000","0x20b8394b17d16f3426ad28e5e4533f7e68a7b5f1","1","Mint"
"0xb9dce96ce70a2ea51a164facbae2a829399b6cf15594691f2a170027c1a72ce4","10960817","1601428633","2020-09-30 01:17:13","0x0000000000000000000000000000000000000000","0xd1952901870c8b57e0021ee0a39e520c32831543","1","Mint"
"0xc9f027542502fefbb376bfd392823bb82da991de9412d690d3a2d6556b9c6352","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x134cacf68ff033a86c556ef20623a2d37d71ce74","2","Mint"
"0x9a14710d560e0152d4ae3db32e9d050b52d4ddf8a5c60dce681138155db76a30","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x0a7be6b58882caab5635963fa11b45317c7979ed","1","Mint"
"0x11fe6dd05c561a22f2fbb8482ac9efeeeb3763ca3cc29475277de20323cfee7a","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x1c8a6e6c4eaa25e11899da1824394b3989209bb2","3","Mint"
"0xe4e76a0c688a3c55ea659bf33271c0a84485c555efa6b38f8299a77d8572d4b4","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x4d8838995a9f2285fac01ad79b46705f9c3131bc","15","Mint"
"0x0f2f5f9a9e85a2daf96453a0dfed8bbdc71db2a4705889d53e8931cc21f87f9f","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0xd2a04fc878ddb34706596c75c0148e4be15a206e","2","Mint"
"0x6d21027fa569d947a7de4c20f31cfbc8ad064cd5fbe6fa5cab677e460fe844c9","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x3e074987d4788848082304b19c6d41e5f56a1b86","4","Mint"
"0xfa4787bc79110457de8e6ea35f524c3e48c6b6bfd34ed17b4c1336ca0918a1b8","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x3e97e8ed4b2d68955be132f22d76ed030c7206bf","10","Mint"
"0xd3a5f3bcd6ce0aa973e26513a8977b9c79daefad4c4c1c3762e66bfb35cb77e8","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x58883a205bc3e5c15b25b9d7246f286b910f37b3","2","Mint"
"0x2e437b328cd19c95a4b4ab49bbc32498831f931f95cedb09aaa33b74a88cceb9","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x991e8de1fe7e13dec3df04c1df60a47c72dc66fb","1","Mint"
"0x2871d800dd1894970da6357bec243d3422cd65094d0029427c84d0295cbb33c7","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x453416630c85cf6cc42448a7d1652da35004c7ed","4","Mint"
"0x0ee885e9186a5d7e294c98cb9c91b23b80023a33a0a0014f4827d70b25f5a973","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x1a8b076f268f3f1640dcdb802f3a67ba3ae6e120","2","Mint"
"0x86335abb96f486fa967a693cddfbaac392ac4e31522ef3c2a6576b932c98dceb","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0xd217e1117965dd158872d53ad92af8462326fdb1","2","Mint"
"0xe38fa048dd0795f24590b5c6b0245c9c56ce65cbe0660c875b12bc50d3e25e45","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x8538958f368d651c561c4f4b0247197d5e9465cb","3","Mint"
"0x0fe66ed93adc8ca95ab95ae70d48982bf0f35752be9328b9fea8c46f5c51c9b3","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x20021a7786994dd498bf9c14ab5fe2423ce1e8bd","100","Mint"
"0xe75be6e5ab22c1bab6b1387a6259b4f8d77de4eb2af231747ae757c4486e7be3","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0xe739db3001d77262d9ca7d58e3c69d672b4ecdbb","60","Mint"
"0x34e61ae030b164ed71d49687e617369c5743c154e964292f5ab23fead74509bb","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0xea8f54dda31ec70f24b9cadc16b4386c791ce9b3","101","Mint"
"0x988c4bc5571e9545edd6f4c317b6448504982f0bff77ca79f15dc147c3f00dd1","10960819","1601428648","2020-09-30 01:17:28","0x0000000000000000000000000000000000000000","0x2e194a8a7ecf6e96c524a2cf9c862f75d6209eb9","39","Mint"
"0xce539564f8d6f70cfcc40ec6e401d2a95ce750f5cf234d668f46cf72e6f8558a","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x21339cb8e0e4eb68c0ed20d56410a228611bfbcd","12","Mint"
"0xefe56566a98983b7f35d1ad5a5e1216c4e63c603282202922a2729861a51e2e0","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x251b6a70a3ce8faf5cc133fd64dae663fd68b932","3","Mint"
"0xb9c9ec997ed7bebfc906eb4b6d7aacbbe06df552cfbc7a7457359a138e92db23","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x72d7267fa7b9081d02c408877bc3b1302ca00ff5","10","Mint"
"0x7b9408b955aac6cf820eb12530703c1d9140de7ea104b5c7afdb412bcb40bcb7","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x25feecf1ae2df4bbd3a9f4854b150ad0c9c96a5e","5","Mint"
"0x6a5bd3e9e95b4fef934ae8133eb759c2cd65e67de26d26438b918160dea19458","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x75192c5801a0de60bd6da8d273462ef6662cdfaa","16","Mint"
"0x437124dd080e98ec885619c5691860cb6dc33136be9601e3d4b3af8e4c876408","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x191407a59fea7a13fbd70f3eb09da9daf9c0d2f1","3","Mint"
"0xd293dd30d37499040d84be3fa822163644f437a3616a14f67312f9fe8b2365bc","10960821","1601428653","2020-09-30 01:17:33","0x0000000000000000000000000000000000000000","0x4c39cfeb866e20ffb7fae8a4d5984ea304123558","11","Mint"
"0x5f5415ac28af9197287e8be612ee61c0df01e33d39267b495b5d009b6be1892a","10960822","1601428665","2020-09-30 01:17:45","0x0000000000000000000000000000000000000000","0x9f9155378d05335edc9b963624c0f402784982a0","1","Mint"
"0x0d76cea7edd2f4c6c229db61cce7251e17df1e8abbd27af8d6ba4bf57ede27c9","10960822","1601428665","2020-09-30 01:17:45","0x0000000000000000000000000000000000000000","0x6ad338e3f724a94dd39840a7473504b3bc1cd8f3","38","Mint"
"0x845458ff0f88b0587dab2a002dd6038c790c73c68f49411b2788bfa1c4f7e01b","10960822","1601428665","2020-09-30 01:17:45","0x0000000000000000000000000000000000000000","0xb2b9f1d4d6754a560515d2ce4b37b23c51ec655e","41","Mint"
"0xcff934ca2e6324bb9eba1ea4f7a71b7c9af686c0632096f75a681ca584d44cf1","10960822","1601428665","2020-09-30 01:17:45","0x0000000000000000000000000000000000000000","0xcc57fc8e01fa597f0464e2e14662c9929a2036a2","4","Mint"
"0xe3789a26bad09ae87d4d275a5e76beaa02198e2a5d7db7d3d5c514e5fc2ec85d","10960822","1601428665","2020-09-30 01:17:45","0x0000000000000000000000000000000000000000","0xa064c1b3f6865f42cf7fd7e89af66eba865f6d24","1","Mint"
"0xa001c40554cd8dda6be85d56282e44d8e70056e2f1c0d29de502313b9853f298","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0x21a45919ac9f3f401f666accda8c1b5af07a847a","3","Mint"
"0x83d7bff99f0a59cdc6a71792464980937b6c8384be52217e920f86d2cdc09cdf","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0xccbff86ff4354d0d900982f3016ccdeca3961f46","2","Mint"
"0x0c4ae7cc0648c881f23254732119fec78e4cb8e202d730c92a90a424e36df713","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0x35ea7dc4025685467aa3553d24983c87553bbd9b","11","Mint"
"0xf1ea721575070e05cf1d531d211c2917aa26ac1ea55250a21984f0ce47d11f51","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0x3cc22ca5c7a6436309846d7033ac8f40e75a4461","2","Mint"
"0xc01be93bac34b75b859de195ee9e2978badf3cb1e5d2fc50dd235ad604f9a225","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0xcffc9bd985882700810f090eba0b7a730e9abf57","1","Mint"
"0xb31cf10b754bb6fb998df8c150e7ef8572b700c426f6ef4874bb5dcaa90cd135","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0xc855a970f9933cbd2d0116d39f94a4b2288113fd","21","Mint"
"0x730795543f43ff69fbe6834c0570cc72b7860d846cce0a08b4ed1ffff2f81728","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0x6468630ee471643ff502fffa82cdbb4a787f229a","11","Mint"
"0xcc2e56951c3cf7625637abbbfc01d41272c02092df1cfe1c9412eb0db7a18c7d","10960892","1601429604","2020-09-30 01:33:24","0x0000000000000000000000000000000000000000","0xa0c4c5ffbcd92cc828ba57d6fc538ef3274d9535","3","Mint"
"0x846c2e280d9ec3bfe572b31fd766553862c559c30a8f1679e9aa4f0a31fe6474","10967307","1601516377","2020-10-01 01:39:37","0x0000000000000000000000000000000000000000","0xf78d6f5fe98b61cc2f69acc86c6e896951b179cc","16","Mint"
"0x5815f20663a85b2cfe8d3e66c3896c74eff0880195b8a23a07131bba7ba5a42e","10971876","1601577820","2020-10-01 18:43:40","0x0000000000000000000000000000000000000000","0xcb775414ddede739187400dfb6484fcebf4bc87c","12","Mint"
"0x9c4594a1c7174adc25773625398a562aaccae75405017045e94dbff4ef7902a0","10971880","1601577849","2020-10-01 18:44:09","0x0000000000000000000000000000000000000000","0x92b088df07de28640c5c4ed459e98739e8646840","5","Mint"
"0xc6f7eaadf0acd13bcda0ab4fe905543eb3bbfe98e0bbe27111b8e419180cf2a0","10996111","1601905943","2020-10-05 13:52:23","0x0000000000000000000000000000000000000000","0xaa2a53f511e1c9fbe48171656a4a8ba6c451ae0a","9","Mint"
"0x2751e62b7a03c7c1b5d96fbb9fcc654f8832553be36fe28489d7111bb67a8187","11020750","1602240145","2020-10-09 10:42:25","0x0000000000000000000000000000000000000000","0x8873b045d40a458e46e356a96279ae1820a898ba","1","Mint"
"0xec8bbdfaf3e507d5bc68edf7a82b1f5eefca2cf75dc777e53369553d3e5faf0c","11020753","1602240159","2020-10-09 10:42:39","0x0000000000000000000000000000000000000000","0x8873b045d40a458e46e356a96279ae1820a898ba","0.1","Mint"
"0xbe7b01724dfbf536d9110d912d5adc4a186d59d6995f01b914cbd68e388b741f","11023246","1602273782","2020-10-09 20:03:02","0x0000000000000000000000000000000000000000","0x5bb93b29c6acadf293c3f014ae28323decff8400","2","Mint"
